timestamp,open,high,low,close,source
2026-05-30T18:00:00Z,3340.0,3342.585,3339.069,3340.477,preloaded
2026-05-30T19:00:00Z,3340.477,3341.341,3338.135,3340.803,preloaded
2026-05-30T20:00:00Z,3340.803,3343.17,3340.046,3340.607,preloaded
2026-05-30T21:00:00Z,3340.607,3341.23,3337.0,3338.882,preloaded
2026-05-30T22:00:00Z,3338.882,3339.231,3334.041,3334.704,preloaded
2026-05-30T23:00:00Z,3334.704,3336.524,3333.83,3336.046,preloaded
2026-05-31T00:00:00Z,3336.046,3338.544,3335.236,3337.7,preloaded
2026-05-31T01:00:00Z,3337.7,3339.27,3336.639,3338.515,preloaded
2026-05-31T02:00:00Z,3338.515,3339.905,3336.919,3337.812,preloaded
2026-05-31T03:00:00Z,3337.812,3338.107,3334.618,3335.921,preloaded
2026-05-31T04:00:00Z,3335.921,3338.807,3334.537,3338.53,preloaded
2026-05-31T05:00:00Z,3338.53,3341.432,3337.836,3340.905,preloaded
2026-05-31T06:00:00Z,3340.905,3342.583,3338.647,3339.875,preloaded
2026-05-31T07:00:00Z,3339.875,3341.33,3339.001,3339.973,preloaded
2026-05-31T08:00:00Z,3339.973,3342.501,3337.686,3342.057,preloaded
2026-05-31T09:00:00Z,3342.057,3344.145,3339.84,3340.592,preloaded
2026-05-31T10:00:00Z,3340.592,3343.804,3340.122,3342.641,preloaded
2026-05-31T11:00:00Z,3342.641,3343.304,3339.635,3341.795,preloaded
2026-05-31T12:00:00Z,3341.795,3343.442,3340.567,3342.052,preloaded
2026-05-31T13:00:00Z,3342.052,3344.333,3341.47,3344.033,preloaded
2026-05-31T14:00:00Z,3344.033,3344.447,3341.113,3341.369,preloaded
2026-05-31T15:00:00Z,3341.369,3343.37,3340.264,3342.923,preloaded
2026-05-31T16:00:00Z,3342.923,3345.042,3341.922,3344.03,preloaded
2026-05-31T17:00:00Z,3344.03,3346.341,3343.223,3344.147,preloaded
2026-05-31T18:00:00Z,3344.147,3346.772,3343.559,3345.457,preloaded
2026-05-31T19:00:00Z,3345.457,3346.851,3344.248,3345.031,preloaded
2026-05-31T20:00:00Z,3345.031,3346.761,3343.152,3344.704,preloaded
2026-05-31T21:00:00Z,3344.704,3345.318,3342.588,3343.034,preloaded
2026-05-31T22:00:00Z,3343.034,3344.75,3342.443,3343.383,preloaded
2026-05-31T23:00:00Z,3343.383,3344.021,3341.358,3341.86,preloaded
2026-06-01T00:00:00Z,3341.86,3342.33,3338.383,3338.947,preloaded
2026-06-01T01:00:00Z,3338.947,3339.811,3335.669,3336.482,preloaded
2026-06-01T02:00:00Z,3336.482,3337.952,3334.153,3334.784,preloaded
2026-06-01T03:00:00Z,3334.784,3338.129,3334.421,3336.001,preloaded
2026-06-01T04:00:00Z,3336.001,3336.987,3334.729,3335.624,preloaded
2026-06-01T05:00:00Z,3335.624,3337.961,3334.418,3337.485,preloaded
2026-06-01T06:00:00Z,3337.485,3339.281,3335.763,3338.277,preloaded
2026-06-01T07:00:00Z,3338.277,3339.388,3336.894,3339.216,preloaded
2026-06-01T08:00:00Z,3339.216,3339.813,3335.223,3336.279,preloaded
2026-06-01T09:00:00Z,3336.279,3338.855,3335.793,3337.633,preloaded
2026-06-01T10:00:00Z,3337.633,3338.244,3334.07,3334.411,preloaded
2026-06-01T11:00:00Z,3334.411,3336.702,3332.978,3335.73,preloaded
2026-06-01T12:00:00Z,3335.73,3335.937,3332.363,3334.691,preloaded
2026-06-01T13:00:00Z,3334.691,3336.077,3333.25,3333.787,preloaded
2026-06-01T14:00:00Z,3333.787,3336.096,3333.199,3335.008,preloaded
2026-06-01T15:00:00Z,3335.008,3337.735,3334.302,3336.865,preloaded
2026-06-01T16:00:00Z,3336.865,3338.433,3334.07,3334.867,preloaded
2026-06-01T17:00:00Z,3334.867,3336.395,3333.069,3335.496,preloaded
2026-06-01T18:00:00Z,3335.496,3337.046,3334.054,3335.557,preloaded
2026-06-01T19:00:00Z,3335.557,3335.971,3331.918,3332.654,preloaded
2026-06-01T20:00:00Z,3332.654,3333.562,3330.975,3332.682,preloaded
2026-06-01T21:00:00Z,3332.682,3334.83,3330.852,3331.386,preloaded
2026-06-01T22:00:00Z,3331.386,3332.91,3329.778,3330.477,preloaded
2026-06-01T23:00:00Z,3330.477,3332.568,3330.044,3330.771,preloaded
2026-06-02T00:00:00Z,3330.771,3332.643,3328.317,3332.174,preloaded
2026-06-02T01:00:00Z,3332.174,3334.178,3330.108,3333.49,preloaded
2026-06-02T02:00:00Z,3333.49,3335.947,3333.006,3335.453,preloaded
2026-06-02T03:00:00Z,3335.453,3340.676,3334.928,3339.803,preloaded
2026-06-02T04:00:00Z,3339.803,3343.608,3339.267,3343.449,preloaded
2026-06-02T05:00:00Z,3343.449,3346.954,3342.744,3346.448,preloaded
2026-06-02T06:00:00Z,3346.448,3348.655,3345.894,3347.136,preloaded
2026-06-02T07:00:00Z,3347.136,3348.028,3346.14,3346.91,preloaded
2026-06-02T08:00:00Z,3346.91,3347.589,3342.775,3343.451,preloaded
2026-06-02T09:00:00Z,3343.451,3345.868,3342.621,3342.946,preloaded
2026-06-02T10:00:00Z,3342.946,3344.607,3340.715,3343.955,preloaded
2026-06-02T11:00:00Z,3343.955,3344.302,3339.827,3340.264,preloaded
2026-06-02T12:00:00Z,3340.264,3342.779,3339.837,3342.317,preloaded
2026-06-02T13:00:00Z,3342.317,3342.936,3341.053,3342.491,preloaded
2026-06-02T14:00:00Z,3342.491,3345.399,3342.194,3343.299,preloaded
2026-06-02T15:00:00Z,3343.299,3343.555,3340.357,3342.109,preloaded
2026-06-02T16:00:00Z,3342.109,3344.878,3341.264,3343.857,preloaded
2026-06-02T17:00:00Z,3343.857,3345.091,3341.939,3342.874,preloaded
2026-06-02T18:00:00Z,3342.874,3345.069,3341.423,3343.888,preloaded
2026-06-02T19:00:00Z,3343.888,3345.816,3340.844,3341.027,preloaded
2026-06-02T20:00:00Z,3341.027,3341.605,3338.068,3339.995,preloaded
2026-06-02T21:00:00Z,3339.995,3342.066,3338.735,3340.527,preloaded
2026-06-02T22:00:00Z,3340.527,3341.412,3337.916,3338.728,preloaded
2026-06-02T23:00:00Z,3338.728,3339.408,3335.339,3336.664,preloaded
2026-06-03T00:00:00Z,3336.664,3338.561,3335.06,3335.684,preloaded
2026-06-03T01:00:00Z,3335.684,3335.848,3332.093,3333.751,preloaded
2026-06-03T02:00:00Z,3333.751,3339.84,3332.967,3338.098,preloaded
2026-06-03T03:00:00Z,3338.098,3340.211,3336.947,3339.327,preloaded
2026-06-03T04:00:00Z,3339.327,3342.142,3337.425,3342.115,preloaded
2026-06-03T05:00:00Z,3342.115,3342.986,3340.316,3340.575,preloaded
2026-06-03T06:00:00Z,3340.575,3341.234,3336.993,3337.385,preloaded
2026-06-03T07:00:00Z,3337.385,3339.454,3336.17,3339.016,preloaded
2026-06-03T08:00:00Z,3339.016,3341.237,3337.487,3337.818,preloaded
2026-06-03T09:00:00Z,3337.818,3340.061,3337.635,3337.669,preloaded
2026-06-03T10:00:00Z,3337.669,3339.731,3336.193,3336.459,preloaded
2026-06-03T11:00:00Z,3336.459,3339.462,3335.144,3338.751,preloaded
2026-06-03T12:00:00Z,3338.751,3340.577,3336.439,3338.67,preloaded
