timestamp,open,high,low,close,source
2026-05-30T00:00:00Z,3340.0,3343.17,3333.83,3336.046,preloaded
2026-05-31T00:00:00Z,3336.046,3346.851,3334.537,3341.86,preloaded
2026-06-01T00:00:00Z,3341.86,3342.33,3329.778,3330.771,preloaded
2026-06-02T00:00:00Z,3330.771,3348.655,3328.317,3336.664,preloaded
2026-06-03T00:00:00Z,3336.664,3345.932,3332.093,3344.115,preloaded
2026-06-04T00:00:00Z,3344.115,3344.831,3319.603,3325.17,preloaded
2026-06-05T00:00:00Z,3325.17,3345.954,3324.877,3341.244,preloaded
2026-06-06T00:00:00Z,3341.244,3357.046,3340.567,3353.38,preloaded
2026-06-07T00:00:00Z,3353.38,3362.739,3348.988,3361.153,preloaded
2026-06-08T00:00:00Z,3361.153,3386.103,3358.01,3384.965,preloaded
2026-06-09T00:00:00Z,3384.965,3389.388,3378.674,3381.825,preloaded
2026-06-10T00:00:00Z,3381.825,3391.399,3378.659,3387.55,preloaded
2026-06-11T00:00:00Z,3387.55,3394.491,3380.312,3387.888,preloaded
2026-06-12T00:00:00Z,3387.888,3392.854,3376.99,3384.785,preloaded
2026-06-13T00:00:00Z,3384.785,3390.407,3377.823,3384.21,preloaded
2026-06-14T00:00:00Z,3384.21,3389.743,3377.384,3383.6,preloaded
2026-06-15T00:00:00Z,3383.6,3391.323,3369.863,3373.738,preloaded
2026-06-16T00:00:00Z,3373.738,3377.07,3362.134,3364.015,preloaded
2026-06-17T00:00:00Z,3364.015,3377.792,3361.931,3362.269,preloaded
2026-06-18T00:00:00Z,3362.269,3374.702,3358.659,3372.771,preloaded
2026-06-19T00:00:00Z,3372.771,3375.163,3364.573,3372.139,preloaded
2026-06-20T00:00:00Z,3372.139,3376.343,3357.184,3363.466,preloaded
2026-06-21T00:00:00Z,3363.466,3372.109,3348.101,3350.387,preloaded
2026-06-22T00:00:00Z,3350.387,3356.628,3339.913,3353.567,preloaded
2026-06-23T00:00:00Z,3353.567,3358.085,3347.258,3355.055,preloaded
2026-06-24T00:00:00Z,3355.055,3355.873,3331.888,3345.908,preloaded
2026-06-25T00:00:00Z,3345.908,3348.423,3337.703,3346.905,preloaded
2026-06-26T00:00:00Z,3346.905,3359.834,3345.359,3357.337,preloaded
2026-06-27T00:00:00Z,3357.337,3371.42,3352.158,3368.012,preloaded
2026-06-28T00:00:00Z,3368.012,3379.832,3365.348,3379.234,preloaded
2026-06-29T00:00:00Z,3379.234,3395.165,3372.696,3392.786,preloaded
2026-06-30T00:00:00Z,3392.786,3394.399,3380.515,3384.119,preloaded
2026-07-01T00:00:00Z,3384.119,3390.984,3378.762,3379.932,preloaded
2026-07-02T00:00:00Z,3379.932,3398.139,3374.522,3395.477,preloaded
2026-07-03T00:00:00Z,3395.477,3397.348,3387.635,3393.574,preloaded
2026-07-04T00:00:00Z,3393.574,3406.837,3393.156,3401.821,preloaded
