timestamp,open,high,low,close,source
2026-05-30T18:15:00Z,3340.0,3340.165,3339.883,3340.048,preloaded
2026-05-30T18:16:00Z,3340.048,3340.213,3339.932,3340.096,preloaded
2026-05-30T18:17:00Z,3340.096,3340.261,3339.98,3340.145,preloaded
2026-05-30T18:18:00Z,3340.145,3340.309,3340.028,3340.193,preloaded
2026-05-30T18:19:00Z,3340.193,3340.358,3340.076,3340.241,preloaded
2026-05-30T18:20:00Z,3340.241,3340.401,3340.155,3340.315,preloaded
2026-05-30T18:21:00Z,3340.315,3340.475,3340.229,3340.389,preloaded
2026-05-30T18:22:00Z,3340.389,3340.549,3340.303,3340.463,preloaded
2026-05-30T18:23:00Z,3340.463,3340.623,3340.377,3340.537,preloaded
2026-05-30T18:24:00Z,3340.537,3340.697,3340.451,3340.611,preloaded
2026-05-30T18:25:00Z,3340.611,3340.796,3340.544,3340.73,preloaded
2026-05-30T18:26:00Z,3340.73,3340.915,3340.663,3340.848,preloaded
2026-05-30T18:27:00Z,3340.848,3341.033,3340.782,3340.967,preloaded
2026-05-30T18:28:00Z,3340.967,3341.152,3340.9,3341.085,preloaded
2026-05-30T18:29:00Z,3341.085,3341.271,3341.019,3341.204,preloaded
2026-05-30T18:30:00Z,3341.204,3341.553,3341.047,3341.397,preloaded
2026-05-30T18:31:00Z,3341.397,3341.746,3341.24,3341.589,preloaded
2026-05-30T18:32:00Z,3341.589,3341.939,3341.432,3341.782,preloaded
2026-05-30T18:33:00Z,3341.782,3342.131,3341.625,3341.974,preloaded
2026-05-30T18:34:00Z,3341.974,3342.324,3341.818,3342.167,preloaded
2026-05-30T18:35:00Z,3342.167,3342.308,3341.822,3341.963,preloaded
2026-05-30T18:36:00Z,3341.963,3342.105,3341.619,3341.76,preloaded
2026-05-30T18:37:00Z,3341.76,3341.901,3341.415,3341.556,preloaded
2026-05-30T18:38:00Z,3341.556,3341.697,3341.211,3341.353,preloaded
2026-05-30T18:39:00Z,3341.353,3341.494,3341.008,3341.149,preloaded
2026-05-30T18:40:00Z,3341.149,3341.198,3341.094,3341.143,preloaded
2026-05-30T18:41:00Z,3341.143,3341.192,3341.088,3341.137,preloaded
2026-05-30T18:42:00Z,3341.137,3341.187,3341.082,3341.132,preloaded
2026-05-30T18:43:00Z,3341.132,3341.181,3341.077,3341.126,preloaded
2026-05-30T18:44:00Z,3341.126,3341.175,3341.071,3341.12,preloaded
2026-05-30T18:45:00Z,3341.12,3341.21,3340.899,3340.989,preloaded
2026-05-30T18:46:00Z,3340.989,3341.079,3340.768,3340.858,preloaded
2026-05-30T18:47:00Z,3340.858,3340.948,3340.637,3340.727,preloaded
2026-05-30T18:48:00Z,3340.727,3340.817,3340.506,3340.596,preloaded
2026-05-30T18:49:00Z,3340.596,3340.686,3340.375,3340.465,preloaded
2026-05-30T18:50:00Z,3340.465,3340.515,3340.411,3340.462,preloaded
2026-05-30T18:51:00Z,3340.462,3340.512,3340.408,3340.458,preloaded
2026-05-30T18:52:00Z,3340.458,3340.509,3340.404,3340.455,preloaded
2026-05-30T18:53:00Z,3340.455,3340.505,3340.401,3340.451,preloaded
2026-05-30T18:54:00Z,3340.451,3340.502,3340.398,3340.448,preloaded
2026-05-30T18:55:00Z,3340.448,3340.567,3340.335,3340.454,preloaded
2026-05-30T18:56:00Z,3340.454,3340.572,3340.341,3340.46,preloaded
2026-05-30T18:57:00Z,3340.46,3340.578,3340.347,3340.465,preloaded
2026-05-30T18:58:00Z,3340.465,3340.584,3340.353,3340.471,preloaded
2026-05-30T18:59:00Z,3340.471,3340.59,3340.358,3340.477,preloaded
2026-05-30T19:00:00Z,3340.477,3340.599,3340.265,3340.387,preloaded
2026-05-30T19:01:00Z,3340.387,3340.509,3340.175,3340.297,preloaded
2026-05-30T19:02:00Z,3340.297,3340.419,3340.085,3340.207,preloaded
2026-05-30T19:03:00Z,3340.207,3340.329,3339.995,3340.117,preloaded
2026-05-30T19:04:00Z,3340.117,3340.239,3339.905,3340.027,preloaded
2026-05-30T19:05:00Z,3340.027,3340.127,3339.956,3340.056,preloaded
2026-05-30T19:06:00Z,3340.056,3340.155,3339.984,3340.084,preloaded
2026-05-30T19:07:00Z,3340.084,3340.184,3340.013,3340.113,preloaded
2026-05-30T19:08:00Z,3340.113,3340.213,3340.042,3340.141,preloaded
2026-05-30T19:09:00Z,3340.141,3340.241,3340.07,3340.17,preloaded
2026-05-30T19:10:00Z,3340.17,3340.327,3339.818,3339.975,preloaded
2026-05-30T19:11:00Z,3339.975,3340.132,3339.623,3339.78,preloaded
2026-05-30T19:12:00Z,3339.78,3339.937,3339.428,3339.585,preloaded
2026-05-30T19:13:00Z,3339.585,3339.742,3339.233,3339.39,preloaded
2026-05-30T19:14:00Z,3339.39,3339.547,3339.038,3339.195,preloaded
2026-05-30T19:15:00Z,3339.195,3339.261,3339.049,3339.114,preloaded
2026-05-30T19:16:00Z,3339.114,3339.18,3338.968,3339.034,preloaded
2026-05-30T19:17:00Z,3339.034,3339.099,3338.888,3338.953,preloaded
2026-05-30T19:18:00Z,3338.953,3339.019,3338.807,3338.873,preloaded
2026-05-30T19:19:00Z,3338.873,3338.938,3338.726,3338.792,preloaded
2026-05-30T19:20:00Z,3338.792,3338.834,3338.71,3338.752,preloaded
2026-05-30T19:21:00Z,3338.752,3338.794,3338.67,3338.712,preloaded
2026-05-30T19:22:00Z,3338.712,3338.754,3338.63,3338.672,preloaded
2026-05-30T19:23:00Z,3338.672,3338.714,3338.59,3338.632,preloaded
2026-05-30T19:24:00Z,3338.632,3338.674,3338.55,3338.592,preloaded
2026-05-30T19:25:00Z,3338.592,3338.772,3338.491,3338.671,preloaded
2026-05-30T19:26:00Z,3338.671,3338.85,3338.57,3338.75,preloaded
2026-05-30T19:27:00Z,3338.75,3338.929,3338.649,3338.828,preloaded
2026-05-30T19:28:00Z,3338.828,3339.008,3338.728,3338.907,preloaded
2026-05-30T19:29:00Z,3338.907,3339.087,3338.806,3338.986,preloaded
2026-05-30T19:30:00Z,3338.986,3339.189,3338.863,3339.066,preloaded
2026-05-30T19:31:00Z,3339.066,3339.269,3338.943,3339.146,preloaded
2026-05-30T19:32:00Z,3339.146,3339.349,3339.023,3339.226,preloaded
2026-05-30T19:33:00Z,3339.226,3339.429,3339.103,3339.306,preloaded
2026-05-30T19:34:00Z,3339.306,3339.509,3339.183,3339.386,preloaded
2026-05-30T19:35:00Z,3339.386,3339.45,3339.295,3339.359,preloaded
2026-05-30T19:36:00Z,3339.359,3339.422,3339.268,3339.332,preloaded
2026-05-30T19:37:00Z,3339.332,3339.395,3339.241,3339.304,preloaded
2026-05-30T19:38:00Z,3339.304,3339.368,3339.214,3339.277,preloaded
2026-05-30T19:39:00Z,3339.277,3339.341,3339.186,3339.25,preloaded
2026-05-30T19:40:00Z,3339.25,3339.346,3339.071,3339.168,preloaded
2026-05-30T19:41:00Z,3339.168,3339.264,3338.989,3339.085,preloaded
2026-05-30T19:42:00Z,3339.085,3339.181,3338.907,3339.003,preloaded
2026-05-30T19:43:00Z,3339.003,3339.099,3338.824,3338.92,preloaded
2026-05-30T19:44:00Z,3338.92,3339.017,3338.742,3338.838,preloaded
2026-05-30T19:45:00Z,3338.838,3339.48,3338.6,3339.242,preloaded
2026-05-30T19:46:00Z,3339.242,3339.884,3339.005,3339.646,preloaded
2026-05-30T19:47:00Z,3339.646,3340.288,3339.409,3340.051,preloaded
2026-05-30T19:48:00Z,3340.051,3340.692,3339.813,3340.455,preloaded
2026-05-30T19:49:00Z,3340.455,3341.097,3340.217,3340.859,preloaded
2026-05-30T19:50:00Z,3340.859,3340.939,3340.77,3340.85,preloaded
2026-05-30T19:51:00Z,3340.85,3340.93,3340.762,3340.841,preloaded
2026-05-30T19:52:00Z,3340.841,3340.921,3340.753,3340.833,preloaded
2026-05-30T19:53:00Z,3340.833,3340.912,3340.744,3340.824,preloaded
2026-05-30T19:54:00Z,3340.824,3340.904,3340.735,3340.815,preloaded
2026-05-30T19:55:00Z,3340.815,3340.87,3340.758,3340.813,preloaded
2026-05-30T19:56:00Z,3340.813,3340.868,3340.755,3340.81,preloaded
2026-05-30T19:57:00Z,3340.81,3340.865,3340.753,3340.808,preloaded
2026-05-30T19:58:00Z,3340.808,3340.863,3340.75,3340.805,preloaded
2026-05-30T19:59:00Z,3340.805,3340.86,3340.748,3340.803,preloaded
2026-05-30T20:00:00Z,3340.803,3340.925,3340.713,3340.835,preloaded
2026-05-30T20:01:00Z,3340.835,3340.957,3340.745,3340.867,preloaded
2026-05-30T20:02:00Z,3340.867,3340.989,3340.777,3340.899,preloaded
2026-05-30T20:03:00Z,3340.899,3341.021,3340.809,3340.931,preloaded
2026-05-30T20:04:00Z,3340.931,3341.053,3340.841,3340.963,preloaded
2026-05-30T20:05:00Z,3340.963,3341.235,3340.843,3341.116,preloaded
2026-05-30T20:06:00Z,3341.116,3341.388,3340.996,3341.269,preloaded
2026-05-30T20:07:00Z,3341.269,3341.541,3341.149,3341.421,preloaded
2026-05-30T20:08:00Z,3341.421,3341.694,3341.302,3341.574,preloaded
2026-05-30T20:09:00Z,3341.574,3341.847,3341.455,3341.727,preloaded
2026-05-30T20:10:00Z,3341.727,3341.791,3341.657,3341.721,preloaded
2026-05-30T20:11:00Z,3341.721,3341.784,3341.65,3341.714,preloaded
2026-05-30T20:12:00Z,3341.714,3341.778,3341.644,3341.708,preloaded
2026-05-30T20:13:00Z,3341.708,3341.772,3341.638,3341.701,preloaded
2026-05-30T20:14:00Z,3341.701,3341.765,3341.631,3341.695,preloaded
2026-05-30T20:15:00Z,3341.695,3341.816,3341.59,3341.711,preloaded
2026-05-30T20:16:00Z,3341.711,3341.832,3341.605,3341.727,preloaded
